date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:10:51	40572/40572	---M--	200	added ('OK')	font/woff2	etag:%229e7c-6345461dc4fa2%22	http://localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	(from http://localhost/antibes/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746386884)
22:10:53	26428/26428	---M--	200	added ('OK')	font/woff2	etag:%22673c-6345461e726d6%22	http://localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	(from http://localhost/antibes/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746386884)
22:10:56	40128/40128	---M--	200	added ('OK')	font/woff2	etag:%229cc0-6345461eb2673%22	http://localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	(from http://localhost/antibes/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746386884)
22:10:57	2184/2184	---M--	200	added ('OK')	font/woff2	etag:%22888-6345463b6cf64%22	http://localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	(from http://localhost/antibes/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1746386915)
22:10:57	21272/21272	---M--	200	added ('OK')	font/woff2	etag:%225318-6345463b3d6c5%22	http://localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	(from http://localhost/antibes/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1746386915)
22:10:57	32284/32284	---M--	200	added ('OK')	font/woff2	etag:%227e1c-6345463b0c821%22	http://localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.woff2	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.woff2	(from http://localhost/antibes/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1746386915)
22:10:59	9872/9872	---M--	200	added ('OK')	font/woff2	etag:%222690-6345463bd6f9c%22	http://localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufc5qw54a.woff2	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufc5qw54a.woff2	(from http://localhost/antibes/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1746386915)
22:10:59	14852/14852	---M--	200	added ('OK')	font/woff2	etag:%223a04-6345463ba7484%22	http://localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufo5qw54a.woff2	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufo5qw54a.woff2	(from http://localhost/antibes/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1746386915)
22:10:59	0/-1	---M--	301	error ('')			http://localhost/antibes/contact	C:/MyWebSites/antibes/localhost/antibes/contact.7b.delayed	(from http://localhost/antibes/housing/?s=)
22:11:00	20760/20760	---M--	200	added ('OK')	font/woff2	etag:%225118-6345463c08f62%22	http://localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	(from http://localhost/antibes/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1746386915)
22:11:02	872/872	---M--	200	added ('OK')	application/rss+xml	etag:%221d62abe43a3433988c74302046f9cf8b%22	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/feed/	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/feed/index.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:03	2640/2640	---M--	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:11:02%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-9%2F	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embede94f.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:03	34328/34328	---M--	200	added ('OK')	font/woff2	etag:%228618-6345463c3eccb%22	http://localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	(from http://localhost/antibes/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1746386915)
22:11:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2020:11:03%20GMT	http://localhost/antibes/?p=713	C:/MyWebSites/antibes/localhost/antibes/index2e8b.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:04	28295/28295	---MC-	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:10:59%20GMT	http://localhost/antibes/wp-json/wp/v2/posts/713	C:/MyWebSites/antibes/localhost/antibes/wp-json/wp/v2/posts/713.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:04	26274/26274	---M--	200	added ('OK')	text/html	etag:%2266a2-63453c2b416e0%22	http://localhost/antibes/wp-content/uploads/2025/05/grreg.avif	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/2025/05/grreg.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:05	12391/12391	---M--	200	added ('OK')	text/html	etag:%223067-63453bc28abd8%22	http://localhost/antibes/wp-content/uploads/2025/05/ewfww.avif	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/2025/05/ewfww.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:06	77989/77989	---M--	200	added ('OK')	text/html	etag:%22130a5-63453b64d53dd%22	http://localhost/antibes/wp-content/uploads/2025/05/rvgre.avif	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/2025/05/rvgre.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:07	2839/2839	---M--	200	added ('OK')	text/xml	date:Sun,%2004%20May%202025%2020:11:03%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-9%2F&format=xml	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embed0a8b	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:08	34735/34735	---M--	200	added ('OK')	text/html	etag:%2287af-63453b0e38a59%22	http://localhost/antibes/wp-content/uploads/2025/05/wdw.avif	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/2025/05/wdw.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:10	35641/35641	---M--	200	added ('OK')	text/html	etag:%228b39-63453a4d71845%22	http://localhost/antibes/wp-content/uploads/2025/05/reg.avif	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/2025/05/reg.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:11	26726/26726	---M--	200	added ('OK')	text/html	etag:%226866-634539d31d4e1%22	http://localhost/antibes/wp-content/uploads/2025/05/few.avif	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/2025/05/few.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:12	161902/161902	---MC-	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2020:11:05%20GMT	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/?s=	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/index1919.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:12	35262/35262	---M--	200	added ('OK')	text/html	etag:%2289be-634539423d075%22	http://localhost/antibes/wp-content/uploads/2025/05/ewfdewf.avif	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/2025/05/ewfdewf.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:13	43556/43556	---M--	200	added ('OK')	text/html	etag:%22aa24-634538856e0ad%22	http://localhost/antibes/wp-content/uploads/2025/05/wef.avif	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/2025/05/wef.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:15	39244/39244	---M--	200	added ('OK')	text/html	etag:%22994c-6345382ec36f2%22	http://localhost/antibes/wp-content/uploads/2025/05/cewfe.avif	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/2025/05/cewfe.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:15	0/-1	---M--	301	error ('')			http://localhost/antibes/contact	C:/MyWebSites/antibes/localhost/antibes/contact.88.delayed	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-9/)
22:11:16	576/576	---M--	200	added ('OK')	text/css	etag:%22240-63454ab75954d%22	http://localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-711.css?ver=ver-1746388118	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-7110d4c.css	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/)
22:11:16	872/872	---M--	200	added ('OK')	application/rss+xml	etag:%221d62abe43a3433988c74302046f9cf8b%22	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/feed/	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/feed/index.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/)
22:11:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2020:11:17%20GMT	http://localhost/antibes/?p=711	C:/MyWebSites/antibes/localhost/antibes/indexa308.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/)
22:11:18	2640/2640	---M--	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:11:17%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-8%2F	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embedfc39.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/)
22:11:18	0/-1	---M--	301	error ('')			http://localhost/antibes/contact	C:/MyWebSites/antibes/localhost/antibes/contact.8d.delayed	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/)
22:11:19	2839/2839	---M--	200	added ('OK')	text/xml	date:Sun,%2004%20May%202025%2020:11:18%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-8%2F&format=xml	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embeda590	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/)
22:11:19	576/576	---M--	200	added ('OK')	text/css	etag:%22240-63454ab851e8e%22	http://localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-709.css?ver=ver-1746388119	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-709d5db.css	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/)
22:11:19	28452/28452	---MC-	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:11:16%20GMT	http://localhost/antibes/wp-json/wp/v2/posts/711	C:/MyWebSites/antibes/localhost/antibes/wp-json/wp/v2/posts/711.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/)
22:11:21	872/872	---M--	200	added ('OK')	application/rss+xml	etag:%221d62abe43a3433988c74302046f9cf8b%22	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/feed/	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/feed/index.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/)
22:11:22	161902/161902	---MC-	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2020:11:18%20GMT	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/?s=	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/index1919.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-8/)
22:11:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2020:11:22%20GMT	http://localhost/antibes/?p=709	C:/MyWebSites/antibes/localhost/antibes/indexc344.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/)
22:11:23	2640/2640	---M--	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:11:22%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-7%2F	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embedaf00.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/)
22:11:24	0/-1	---M--	301	error ('')			http://localhost/antibes/contact	C:/MyWebSites/antibes/localhost/antibes/contact.92.delayed	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/)
22:11:24	2839/2839	---M--	200	added ('OK')	text/xml	date:Sun,%2004%20May%202025%2020:11:23%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-7%2F&format=xml	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embed0df2	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/)
22:11:24	576/576	---M--	200	added ('OK')	text/css	etag:%22240-63454ab942447%22	http://localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-707.css?ver=ver-1746388120	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-7072c02.css	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/)
22:11:26	28452/28452	---MC-	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:11:19%20GMT	http://localhost/antibes/wp-json/wp/v2/posts/709	C:/MyWebSites/antibes/localhost/antibes/wp-json/wp/v2/posts/709.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/)
22:11:26	161902/161902	---MC-	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2020:11:24%20GMT	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/?s=	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/index1919.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-7/)
22:11:26	872/872	---M--	200	added ('OK')	application/rss+xml	etag:%221d62abe43a3433988c74302046f9cf8b%22	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/feed/	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/feed/index.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/)
22:11:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2020:11:27%20GMT	http://localhost/antibes/?p=707	C:/MyWebSites/antibes/localhost/antibes/index25b8.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/)
22:11:28	2640/2640	---M--	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:11:27%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-6%2F	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embed6eca.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/)
22:11:29	0/-1	---M--	301	error ('')			http://localhost/antibes/contact	C:/MyWebSites/antibes/localhost/antibes/contact.97.delayed	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/)
22:11:30	2839/2839	---M--	200	added ('OK')	text/xml	date:Sun,%2004%20May%202025%2020:11:28%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-6%2F&format=xml	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embed7a0d	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/)
22:11:30	28452/28452	---MC-	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:11:26%20GMT	http://localhost/antibes/wp-json/wp/v2/posts/707	C:/MyWebSites/antibes/localhost/antibes/wp-json/wp/v2/posts/707.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/)
22:11:30	576/576	---M--	200	added ('OK')	text/css	etag:%22240-63454aba3af8f%22	http://localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-705.css?ver=ver-1746388121	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-705733f.css	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/)
22:11:32	872/872	---M--	200	added ('OK')	application/rss+xml	etag:%221d62abe43a3433988c74302046f9cf8b%22	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/feed/	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/feed/index.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/)
22:11:32	161902/161902	---MC-	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2020:11:29%20GMT	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/?s=	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/index1919.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-6/)
22:11:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2020:11:32%20GMT	http://localhost/antibes/?p=705	C:/MyWebSites/antibes/localhost/antibes/index2ae7.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/)
22:11:33	2640/2640	---M--	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:11:32%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-5%2F	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embed1d5d.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/)
22:11:34	0/-1	---M--	301	error ('')			http://localhost/antibes/contact	C:/MyWebSites/antibes/localhost/antibes/contact.9c.delayed	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/)
22:11:34	2839/2839	---M--	200	added ('OK')	text/xml	date:Sun,%2004%20May%202025%2020:11:33%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-5%2F&format=xml	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embede62a	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/)
22:11:35	576/576	---M--	200	added ('OK')	text/css	etag:%22240-63454abb223c8%22	http://localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-703.css?ver=ver-1746388122	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-7037d07.css	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-4/)
22:11:35	28452/28452	---MC-	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:11:30%20GMT	http://localhost/antibes/wp-json/wp/v2/posts/705	C:/MyWebSites/antibes/localhost/antibes/wp-json/wp/v2/posts/705.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/)
22:11:37	872/872	---M--	200	added ('OK')	application/rss+xml	etag:%221d62abe43a3433988c74302046f9cf8b%22	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-4/feed/	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-4/feed/index.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-4/)
22:11:37	161902/161902	---MC-	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2020:11:34%20GMT	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/?s=	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/index1919.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-5/)
22:11:38	2640/2640	---M--	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:11:37%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-4%2F	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embede824.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-4/)
22:11:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2020:11:37%20GMT	http://localhost/antibes/?p=703	C:/MyWebSites/antibes/localhost/antibes/indexf993.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-4/)
22:11:39	28452/28452	---MC-	200	added ('OK')	application/json	date:Sun,%2004%20May%202025%2020:11:35%20GMT	http://localhost/antibes/wp-json/wp/v2/posts/703	C:/MyWebSites/antibes/localhost/antibes/wp-json/wp/v2/posts/703.json	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-4/)
22:11:39	0/-1	---M--	301	error ('')			http://localhost/antibes/contact	C:/MyWebSites/antibes/localhost/antibes/contact.a1.delayed	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-4/)
22:11:39	2839/2839	---M--	200	added ('OK')	text/xml	date:Sun,%2004%20May%202025%2020:11:38%20GMT	http://localhost/antibes/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fantibes%2F2025%2F05%2F04%2Fle-duplex-100m2-au-coeur-dantibes-avec-parking-4%2F&format=xml	C:/MyWebSites/antibes/localhost/antibes/wp-json/oembed/1.0/embed19ba	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-4/)
22:11:39	576/576	---M--	200	added ('OK')	text/css	etag:%22240-63454abc19468%22	http://localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-701.css?ver=ver-1746388123	C:/MyWebSites/antibes/localhost/antibes/wp-content/uploads/dynamic_avia/avia_posts_css/post-7016811.css	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-3/)
22:11:42	872/872	---M--	200	added ('OK')	application/rss+xml	etag:%221d62abe43a3433988c74302046f9cf8b%22	http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-3/feed/	C:/MyWebSites/antibes/localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-3/feed/index.html	(from http://localhost/antibes/2025/05/04/le-duplex-100m2-au-coeur-dantibes-avec-parking-3/)
